venue,venue_type,toss_winner,toss_decision,batting_first,ind_batting_strength,ind_bowling_strength,afg_batting_strength,afg_bowling_strength,ind_recent_form,afg_recent_form,ind_icc_rank,afg_icc_rank,ind_player_form_idx,afg_player_form_idx,ind_score,afg_score,margin,winner,top_scorer,top_bowler,ind_h2h_win_pct,ind_avg_score,afg_avg_score
Delhi,Home_India,India,Bat,India,82.90127055854482,81.91944975614052,76.80563451367937,86.87375726921795,0.6942433271987388,0.48647609206221354,1,9,79.6375440057438,53.104925107807034,328,282,46 runs,India,Virat Kohli,Fazalhaq Farooqi,0.7807208386823191,270.1,263.9
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,86.74856533409415,75.26888087966833,65.1156368139755,80.70525711866468,0.8057596810250297,0.6359438290696167,1,9,68.76530410146134,77.93085788832688,288,325,37 runs,Afghanistan,Virat Kohli,Naveen-ul-Haq,0.7654060793730535,274.4,268.2
Dubai,Neutral,India,Bat,India,84.9184715694977,77.4548010934924,84.07786648462199,67.82613833756551,0.6019527825644735,0.6254511520891921,1,9,78.55790884503304,75.14447496129071,201,202,5 wickets,Afghanistan,Mohammad Nabi,Rashid Khan,0.8339903954556566,267.1,264.6
Mumbai,Home_India,India,Field,Afghanistan,93.04613748869463,75.7250463502959,81.40325550882615,70.30880905931897,0.8394945311015871,0.3556786453667542,1,9,77.40656891071622,76.64323757034416,250,248,8 wickets,India,Suryakumar Yadav,Ravindra Jadeja,0.7563841378989101,264.8,261.7
Dubai,Neutral,Afghanistan,Bat,Afghanistan,81.83849117247226,89.93133347606786,80.11679044638896,81.93936680048591,0.8701318947498393,0.47873369220797146,1,9,65.19376317495467,51.434331911074395,223,222,6 wickets,India,Rohit Sharma,Jasprit Bumrah,0.7789835462379641,265.0,262.4
Dubai,Neutral,India,Field,Afghanistan,83.94871853586201,78.69890674423463,60.97334268223428,65.82776606397935,0.8326277993459447,0.5365799725772099,1,9,70.74255905680134,76.82684128220741,231,227,8 wickets,India,Rohit Sharma,Mohammed Shami,0.7806382893825705,264.1,261.2
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,71.75491528519284,94.60644145455652,75.40729475636152,69.21967784128351,0.7716276395907875,0.6053525039134251,1,9,72.88028350112323,75.84897818736641,228,226,7 wickets,India,Shubman Gill,Jasprit Bumrah,0.7660905283963501,264.2,258.5
Dubai,Neutral,India,Field,Afghanistan,72.33730903959975,79.21755681214704,65.96822029777863,86.10556339119933,0.5312438755004625,0.47096604807508374,1,9,75.9719606168074,76.96079161406482,218,217,6 wickets,India,Virat Kohli,Mohammed Siraj,0.8008184883286871,252.0,250.4
Kabul,Home_Afg,India,Bat,India,94.94240546653035,90.06776229839672,84.26977476422573,83.1033260483251,0.8852810563885667,0.582908290377782,1,9,62.392902763532135,62.057605609780296,280,204,76 runs,India,Rohit Sharma,Kuldeep Yadav,0.7511702626810893,254.6,240.6
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,76.83459795284446,86.54798534266182,83.33754691756087,65.80458309087153,0.8076924814165751,0.5890909112178508,1,9,88.91860276164861,77.92133666997631,244,243,6 wickets,India,Virat Kohli,Mohammed Shami,0.780097551541041,249.1,239.6
Chennai,Home_India,Afghanistan,Bat,Afghanistan,75.106688830838,85.90471436651148,79.13379984799134,85.60039189067155,0.8158848036842197,0.37810677407642157,1,9,77.99058942684178,59.96520378594071,293,287,4 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.8433629444033064,245.6,240.1
Chennai,Home_India,Afghanistan,Bat,Afghanistan,70.23014168476608,79.00441871577333,62.83051624833623,84.38253984140778,0.6034025008591248,0.4138791875550222,1,9,88.79809715396652,61.37260169146556,248,244,5 wickets,India,Hashmatullah Shahidi,Mohammed Siraj,0.7810529569342006,241.6,232.0
Chennai,Home_India,India,Field,Afghanistan,74.73369309074647,82.22485588082021,81.55044290325043,74.75977721531434,0.8662765400206551,0.49917522135824244,1,9,71.96509844519267,72.51166781272104,219,217,6 wickets,India,Suryakumar Yadav,Ravindra Jadeja,0.7860459387106752,243.4,233.5
Dubai,Neutral,India,Bat,India,71.82937746920005,76.78956765964834,76.29934284807402,76.19963640450271,0.8161661001276841,0.6665083349374126,1,9,71.65100633014643,67.89230079753939,331,281,50 runs,India,Rohit Sharma,Mohammed Siraj,0.7973165048234072,251.5,236.8
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,90.77711018391489,93.23475416554707,66.3585021894401,82.76810773273967,0.6061892899990595,0.38349701337135594,1,9,88.32798478966652,50.579132501536,223,265,42 runs,Afghanistan,Rahmat Shah,Kuldeep Yadav,0.8061693374851475,251.5,241.1
Dubai,Neutral,Afghanistan,Bat,Afghanistan,78.76755818576818,79.3351542264397,74.637851062027,73.0061975926811,0.7629572157978652,0.3062589271768264,1,9,61.93124650545119,52.98983458193746,286,311,25 runs,Afghanistan,Ibrahim Zadran,Mujeeb Ur Rahman,0.8308708644820745,257.0,249.5
Chennai,Home_India,Afghanistan,Bat,Afghanistan,92.20444775945957,79.89621480121801,74.35924310597535,82.67239483192981,0.6155317719678435,0.4636030946945093,1,9,75.71922608057142,54.04624539224143,222,220,4 wickets,India,Shubman Gill,Jasprit Bumrah,0.7690321223156018,256.4,248.9
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,74.7424091212532,81.75707771390607,61.94675160765916,69.40908323671759,0.8645079155934045,0.3077196528907939,1,9,79.60295772523087,61.53226792745555,241,284,43 runs,Afghanistan,Rahmanullah Gurbaz,Mujeeb Ur Rahman,0.8371746377192557,258.7,255.6
Sharjah,Neutral,Afghanistan,Field,India,75.5874688588661,91.94418975146777,72.29850956523391,83.91832843500985,0.6624050144752877,0.6938742215660956,1,9,83.11468075503889,78.9785061533772,303,306,3 wickets,Afghanistan,Hashmatullah Shahidi,Rashid Khan,0.825754935714389,261.0,265.8
Delhi,Home_India,Afghanistan,Bat,Afghanistan,82.85816197274647,84.47382264581401,78.88634523313145,85.24669904930889,0.8856583183462232,0.4298207624129999,1,9,83.96113721527917,56.319367929066104,201,200,7 wickets,India,Hashmatullah Shahidi,Rashid Khan,0.8222650334661555,256.7,261.5
Mumbai,Home_India,Afghanistan,Field,India,78.68493404375847,93.62716734412919,63.652267494327155,79.54522058810952,0.7371817091709614,0.34829534108359456,1,9,69.77937131306436,66.88944513545798,325,265,60 runs,India,Mohammad Nabi,Mohammed Siraj,0.7586804573714636,259.9,259.3
Mumbai,Home_India,India,Field,Afghanistan,94.30391273836875,79.29518799924944,64.67279911976439,75.46350665134122,0.7991061108560129,0.41264024409410055,1,9,60.596397260918415,66.23661884098682,224,223,5 wickets,India,Virat Kohli,Ravindra Jadeja,0.7521640689974585,257.5,257.2
Mumbai,Home_India,India,Field,Afghanistan,93.91501419418269,82.82553710813892,70.50336385457751,87.28473949362288,0.7778430446506914,0.5876687691368501,1,9,76.88106016113203,79.23827632589725,262,259,8 wickets,India,Hashmatullah Shahidi,Naveen-ul-Haq,0.8094012700908084,261.8,261.4
Delhi,Home_India,India,Field,Afghanistan,87.48447164333052,89.70231649680792,67.26027305355616,71.98001005431783,0.8131938598304117,0.41868251566795983,1,9,76.88310212404595,57.48056932720106,251,249,8 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.8363133962523162,253.8,258.2
Sharjah,Neutral,India,Bat,India,90.42458452022673,77.2100270245538,80.73616599404161,78.86278541167485,0.5747638139308309,0.5168141542024473,1,9,68.47496510542021,59.7040200419149,246,249,5 wickets,Afghanistan,Rahmanullah Gurbaz,Jasprit Bumrah,0.8084441464140636,256.1,256.6
Sharjah,Neutral,India,Field,Afghanistan,94.64904211003544,75.63069256262449,76.56242182960696,73.53823589842091,0.7584041163786797,0.4424993012350335,1,9,80.21251938776577,71.87706528405083,256,275,19 runs,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.7713234865445531,253.1,253.0
Delhi,Home_India,India,Field,Afghanistan,86.42233086636712,80.59975098908194,60.72003426423334,74.54110545344594,0.6734172411215205,0.48686965334097854,1,9,81.1447249617215,59.26531427427378,265,288,23 runs,Afghanistan,Rahmat Shah,Rashid Khan,0.7590519897949214,257.4,259.8
Chennai,Home_India,India,Field,Afghanistan,87.1705303998074,86.35652182799168,68.7356278173447,81.21934651509916,0.7149430996907509,0.4876979783482158,1,9,75.3397363098338,69.0904437580117,237,234,7 wickets,India,Virat Kohli,Kuldeep Yadav,0.8199596452817736,257.0,254.8
Mumbai,Home_India,India,Field,Afghanistan,86.50006511436499,80.77915638281435,63.51858408477883,68.60258616738193,0.7557563543612007,0.6491493143068503,1,9,72.28488835036656,55.08560480988387,261,259,7 wickets,India,Suryakumar Yadav,Mujeeb Ur Rahman,0.822177027731781,252.8,250.1
Mumbai,Home_India,India,Field,Afghanistan,92.01456107802417,87.13662857827467,81.51821398470211,65.35454404431337,0.5428943207078094,0.3370304268208395,1,9,81.37814052764199,52.08745350630737,260,255,5 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.7672531700687109,258.7,255.6
Dubai,Neutral,Afghanistan,Field,India,82.40910931165767,84.45413797272579,67.76758808895602,85.0193189086683,0.5681732807519984,0.4409851137596959,1,9,83.22514500068787,50.91266943179853,350,290,60 runs,India,Virat Kohli,Ravindra Jadeja,0.7528190315496537,261.2,258.1
Chennai,Home_India,Afghanistan,Bat,Afghanistan,93.30669597095418,92.5259328098297,67.98460292084214,78.48637525042791,0.5309173972601864,0.40314800141920343,1,9,62.82667136242522,59.455618704618914,231,229,5 wickets,India,Mohammad Nabi,Jasprit Bumrah,0.7908283513223198,261.9,258.7
Dubai,Neutral,Afghanistan,Field,India,84.04745257503566,83.66761696229881,71.47291310746839,87.30015719224085,0.6184617873055431,0.5509297878092685,1,9,72.6018800873834,51.83438543143058,281,283,6 wickets,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.8082718702133023,263.8,261.1
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,82.2332707906059,91.26686658090216,62.46882421704221,66.60061249011511,0.5614526081573067,0.6057600445557224,1,9,81.71986152434214,66.95053306718331,272,269,8 wickets,India,KL Rahul,Mohammed Siraj,0.8206002409567191,265.9,263.1
Dubai,Neutral,India,Bat,India,89.16744559583707,91.2388450260361,80.33155753376636,79.78249455914784,0.6832058497263783,0.6458711010342602,1,9,87.78022252809753,50.714181297750294,317,255,62 runs,India,Shubman Gill,Jasprit Bumrah,0.8309945009152904,273.0,263.7
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,79.71987797403507,77.38200115218712,62.01108000523335,68.5996816788505,0.5999572779469459,0.49540734157233046,1,9,81.0449370169735,79.591957294559,231,228,7 wickets,India,Rohit Sharma,Mohammed Siraj,0.8110537427306733,270.5,259.0
Sharjah,Neutral,India,Bat,India,81.03766858222927,85.36369884686219,73.0453925345814,77.40699017622254,0.707096262841785,0.30350990202476713,1,9,60.051744663295224,52.92998954378369,267,268,3 wickets,Afghanistan,Rohit Sharma,Naveen-ul-Haq,0.7610880608598486,270.7,257.0
Kabul,Home_Afg,India,Bat,India,75.1229008129,92.89428209511226,83.21515823942549,87.44554677160568,0.875632521954808,0.40875532876740983,1,9,75.29330534110537,55.26364910590823,245,248,3 wickets,Afghanistan,Ibrahim Zadran,Noor Ahmad,0.8182581672142415,271.5,258.4
Dubai,Neutral,Afghanistan,Bat,Afghanistan,90.15524137931084,92.76863410288192,81.28222098243788,74.96743982002721,0.8034695538747124,0.33903166783050775,1,9,61.20734311857752,72.59709242926283,279,278,8 wickets,India,Rahmanullah Gurbaz,Kuldeep Yadav,0.8484176642894883,273.3,260.3
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,90.42818205425363,93.31984002724155,67.44625028215258,86.84538512962607,0.5606667841430482,0.3327875110373962,1,9,72.94846552117048,74.84968905925528,243,237,7 wickets,India,Shubman Gill,Jasprit Bumrah,0.8405584584597404,271.6,258.5
Delhi,Home_India,India,Field,Afghanistan,81.83552826583615,91.58573355061029,78.24217014485762,69.81685288119547,0.8795526499597855,0.32431246745176134,1,9,86.94839122631384,59.13330346971122,159,158,5 wickets,India,KL Rahul,Mohammed Shami,0.8371668909269513,252.5,245.3
Sharjah,Neutral,Afghanistan,Field,India,74.2958639229229,82.16293732803386,64.82336090731988,69.68938893559205,0.5748227344105521,0.4956069521386377,1,9,83.93794102533947,67.06910101283722,320,265,55 runs,India,Rohit Sharma,Kuldeep Yadav,0.7802170153358341,261.4,248.9
Sharjah,Neutral,Afghanistan,Field,India,87.23350289081512,88.35214459454006,71.23647982959353,80.8547929106019,0.5278830985875844,0.6439405887662653,1,9,83.33436430331753,57.356898746950364,280,283,3 wickets,Afghanistan,Rahmanullah Gurbaz,Mujeeb Ur Rahman,0.8250788176454001,261.3,248.9
Delhi,Home_India,India,Field,Afghanistan,89.20081135635206,75.25285202800038,65.431164312022,66.49815648943061,0.812090766647158,0.6023496604713549,1,9,84.40908071405492,50.134450799765865,297,296,6 wickets,India,Mohammad Nabi,Kuldeep Yadav,0.8351103445965146,263.8,251.6
Mumbai,Home_India,Afghanistan,Field,India,73.88502821847538,87.99581455025249,62.10275248274214,69.17049469039921,0.6903187259978404,0.5614260610724409,1,9,64.37607380861688,55.55669992492814,320,283,37 runs,India,Rohit Sharma,Mohammed Shami,0.8178326204631263,264.1,254.4
Mumbai,Home_India,India,Bat,India,75.66384621315729,82.90298216995274,76.34474127091806,75.0747310120928,0.8103895634999553,0.587707402379446,1,9,63.79580742147227,51.465248699622315,298,225,73 runs,India,Rohit Sharma,Ravindra Jadeja,0.7750561756567981,270.8,254.1
Chennai,Home_India,Afghanistan,Bat,Afghanistan,94.6725916608814,92.73864792634345,70.27107943702273,73.54647434098831,0.6187408137119941,0.36096276801515254,1,9,64.14250969806027,53.968511240288166,296,295,5 wickets,India,Mohammad Nabi,Naveen-ul-Haq,0.8453833971874959,273.7,256.8
Mumbai,Home_India,Afghanistan,Field,India,72.85286892966947,79.81024084811074,67.66671575782792,87.11631633389507,0.7313893004007543,0.6950383098053123,1,9,71.1740084347702,63.72879897768323,290,251,39 runs,India,Shubman Gill,Jasprit Bumrah,0.7950819411458676,278.2,257.1
Sharjah,Neutral,Afghanistan,Field,India,73.57911769443947,93.90158395615664,84.6702670449689,66.03291841970082,0.5601383498927066,0.46940963692040905,1,9,65.59000429033222,60.9164118088065,256,258,5 wickets,Afghanistan,Rahmat Shah,Fazalhaq Farooqi,0.762980555866588,275.9,255.1
Dubai,Neutral,India,Field,Afghanistan,76.79236540423148,82.03810111517322,62.35781628656869,74.84694516633326,0.8933030443846279,0.4315332187524761,1,9,86.29287824527304,75.29597424871055,210,253,43 runs,Afghanistan,Rohit Sharma,Rashid Khan,0.7609777895057392,272.6,256.7
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,71.89111701643374,84.25661314397615,84.73140596537647,82.70080347977884,0.8848301512148893,0.6118537424533916,1,9,86.24645902326432,71.19588896909573,254,252,4 wickets,India,Rahmat Shah,Jasprit Bumrah,0.8147518987299046,282.1,266.1
Sharjah,Neutral,India,Bat,India,89.012550110431,85.46356019679001,83.10594252035332,83.97589494433731,0.8375539862662529,0.569203640385221,1,9,69.13739841261747,51.06889386170418,324,261,63 runs,India,Suryakumar Yadav,Ravindra Jadeja,0.793770964641674,282.5,265.7
Chennai,Home_India,India,Bat,India,77.45357427870351,77.98270215695075,80.73807913751887,84.23996447229432,0.8258031872522127,0.5580330767867145,1,9,70.98046162775628,59.122108543407705,326,291,35 runs,India,Rohit Sharma,Rashid Khan,0.7594483875178965,287.1,266.5
Delhi,Home_India,Afghanistan,Bat,Afghanistan,82.60187367100221,85.53378717852702,83.16782113269433,65.72714525923857,0.8093568898515089,0.32082095934692284,1,9,61.14460817806132,62.89453094424146,231,225,4 wickets,India,Ibrahim Zadran,Mohammed Siraj,0.8240364572156095,280.5,259.4
Dubai,Neutral,India,Field,Afghanistan,71.01251716204798,87.25337059478959,80.15279544146011,75.06938921931979,0.7218322686142498,0.6199317816199605,1,9,78.31518522125458,56.742807129764586,246,240,8 wickets,India,Rahmanullah Gurbaz,Fazalhaq Farooqi,0.829932516725862,273.1,255.1
Kabul,Home_Afg,India,Bat,India,85.32630064673697,87.56558918130428,78.35267452202817,79.28010631380643,0.8876968521832151,0.3789153234868274,1,9,88.53272038701229,66.1501847105005,242,248,3 wickets,Afghanistan,Rahmanullah Gurbaz,Naveen-ul-Haq,0.8225415630786452,267.5,257.4
Dubai,Neutral,Afghanistan,Field,India,79.51439853445268,90.38758292926346,77.67277537747475,65.92320592780443,0.7186377053988978,0.33531127718736375,1,9,89.87569287534487,76.91889765599885,328,283,45 runs,India,Rohit Sharma,Mohammed Shami,0.7702260877684013,270.7,256.2
Sharjah,Neutral,India,Field,Afghanistan,87.98754137619414,83.84207492415558,76.3808121144086,72.8273002988584,0.6290236946533073,0.4697735555430316,1,9,64.36703275957504,74.93416893306147,261,259,4 wickets,India,Rohit Sharma,Naveen-ul-Haq,0.818977545599607,267.8,257.0
Delhi,Home_India,Afghanistan,Bat,Afghanistan,78.71744738404092,83.0029910781169,82.35136531755361,76.42234772345294,0.7177015637403452,0.6825992499108393,1,9,86.60179149434967,55.08400126665319,262,291,29 runs,Afghanistan,Rahmat Shah,Rashid Khan,0.7510722802894385,268.4,260.3
Chennai,Home_India,India,Field,Afghanistan,79.30915745571507,82.431462170324,64.87575579472886,67.62943162473988,0.7961219163023927,0.6080121874806066,1,9,89.07038890509,73.20254632716089,261,258,7 wickets,India,Virat Kohli,Kuldeep Yadav,0.780511213967841,273.5,260.8
Dubai,Neutral,Afghanistan,Bat,Afghanistan,84.62749746362465,79.29742347698269,82.22740606790599,87.84729966625909,0.5346714244603323,0.6449006513209948,1,9,71.71547093053182,65.72217339520114,233,231,4 wickets,India,Shubman Gill,Mohammed Shami,0.7898821531407544,271.4,258.7
Dubai,Neutral,Afghanistan,Field,India,92.87039939412452,94.46758391550235,66.55409776021999,69.89556773207802,0.5322066234366047,0.5247191410648552,1,9,60.40813186352005,62.356948928298095,315,280,35 runs,India,Rohit Sharma,Fazalhaq Farooqi,0.8335246948885502,270.5,260.6
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,70.99830473164023,91.70434521217538,65.24347484846415,72.55110033823198,0.8480191986425567,0.5985064245328819,1,9,66.57115084926176,52.15698255972488,217,216,7 wickets,India,Mohammad Nabi,Mohammed Siraj,0.7890394373069405,259.6,253.1
Mumbai,Home_India,India,Bat,India,89.15199997795553,83.90589544750421,68.6500603243069,75.37772438888513,0.7994235942682707,0.6608881146161496,1,9,61.493015897657266,65.72334623680865,365,316,49 runs,India,Hashmatullah Shahidi,Noor Ahmad,0.7511269446189399,273.0,262.2
Kabul,Home_Afg,India,Bat,India,92.1320707274225,82.2318053284062,83.31126052701609,79.50399484796401,0.8736621375172026,0.6028666501650078,1,9,63.10305499946287,56.93454102688031,304,278,26 runs,India,Shubman Gill,Rashid Khan,0.785234641182801,278.8,266.0
Kabul,Home_Afg,India,Bat,India,82.3727901194165,84.42736311402982,83.90647995068453,74.97574130660749,0.8142507217151991,0.6767642179405919,1,9,86.30966492921957,56.26002873534775,250,256,6 wickets,Afghanistan,Rahmat Shah,Rashid Khan,0.7998924098359288,279.6,266.8
Mumbai,Home_India,Afghanistan,Field,India,82.40074735633861,81.95479564591851,69.9964673784304,73.29855700365228,0.8305436840700017,0.4808556220489789,1,9,75.71082996734064,79.47342071141225,319,284,35 runs,India,Virat Kohli,Jasprit Bumrah,0.8449004786672774,278.7,266.9
Dubai,Neutral,India,Bat,India,89.3515426736529,78.02323916376453,75.28828986536935,70.50768992929274,0.846961645289827,0.43083986616003167,1,9,69.87188450702729,67.9458163555368,302,270,32 runs,India,Virat Kohli,Noor Ahmad,0.8441034303789545,282.8,268.0
Dubai,Neutral,India,Bat,India,80.41579625298529,82.07275726280221,73.12193045013956,78.79172331358623,0.7266669815000658,0.561667324796773,1,9,69.23248549823461,53.79278681465084,337,279,58 runs,India,Virat Kohli,Jasprit Bumrah,0.7680874038221412,290.3,266.8
Kabul,Home_Afg,Afghanistan,Field,India,76.4251558055608,83.1418391231604,72.46423042408888,77.26651738331753,0.7637960684350608,0.31664129334212854,1,9,81.64431248202051,51.85913020938231,358,311,47 runs,India,Ibrahim Zadran,Mohammed Shami,0.7685146541739452,300.0,272.1
Chennai,Home_India,India,Bat,India,81.28038283195991,77.98179497536495,84.625846125149,85.45356562770806,0.8085254532900057,0.46460464115968414,1,9,65.51537180667893,78.24233544255503,355,303,52 runs,India,Rohit Sharma,Mohammed Siraj,0.7663381456464551,312.2,279.3
Delhi,Home_India,Afghanistan,Bat,Afghanistan,78.55237514398564,81.70576634158941,84.63851201685098,77.00216011538154,0.5562781695442985,0.38786987119788296,1,9,74.45832838178163,51.27412731465234,169,168,8 wickets,India,Virat Kohli,Mohammed Siraj,0.8288921932414104,297.6,268.1
Kabul,Home_Afg,India,Field,Afghanistan,89.48340663298717,82.09883928978483,84.56371903848998,69.15770814392077,0.736394673987254,0.3358797188033018,1,9,82.01591951981946,79.84261064185915,208,206,6 wickets,India,Shubman Gill,Mohammed Shami,0.7506022040368406,296.7,267.1
Mumbai,Home_India,India,Field,Afghanistan,90.47846594379081,86.11407081440602,72.1185339349923,84.20568910913748,0.8743896338842898,0.6956826103192372,1,9,71.89617682693452,79.72752424383538,230,225,7 wickets,India,Virat Kohli,Kuldeep Yadav,0.7627177198191878,283.2,258.0
Kabul,Home_Afg,India,Bat,India,72.2254031183474,80.43477032968963,79.19843879045028,84.61726023810434,0.8115570580410287,0.5524263112670784,1,9,75.41899537567937,71.2611286764094,243,248,3 wickets,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.8037959631644099,277.1,255.0
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,79.77083873168054,91.82616702999404,76.92975234941963,81.0495080653714,0.7143743972516285,0.654091593684469,1,9,67.56044201037157,61.43442960083152,226,278,52 runs,Afghanistan,Shubman Gill,Naveen-ul-Haq,0.7747562066886766,274.7,257.2
Kabul,Home_Afg,India,Bat,India,92.23035033560477,81.92798639525705,69.23325422049112,85.44092315589238,0.6857481280728164,0.5064498336809946,1,9,69.98291146007038,58.300098265372455,239,243,3 wickets,Afghanistan,Ibrahim Zadran,Mujeeb Ur Rahman,0.7592356458239262,266.7,253.1
Dubai,Neutral,India,Field,Afghanistan,91.98181602957273,90.58406273530215,64.76870659264507,80.96245875396501,0.741053168514254,0.3738140202946576,1,9,68.19610518150698,62.26959511201503,244,288,44 runs,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.7859878012333835,260.9,254.9
Dubai,Neutral,Afghanistan,Bat,Afghanistan,83.30587119191745,90.36821086228068,78.94844349015415,79.21076054343189,0.8147960333539301,0.43370534991168364,1,9,86.43748584967817,68.44730257405823,284,281,4 wickets,India,Rohit Sharma,Kuldeep Yadav,0.7774207605060245,255.6,255.1
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,90.55908784531076,85.92558209580568,65.46095612471701,77.4754329596011,0.6484446655106353,0.5789996144148377,1,9,74.27381375204207,75.08338414783063,262,309,47 runs,Afghanistan,Rahmat Shah,Rashid Khan,0.8011104306514285,246.0,254.9
Delhi,Home_India,Afghanistan,Field,India,75.42888333727663,94.68499532982581,81.04188023178722,83.14711234489597,0.632086090064011,0.5142526611388927,1,9,64.11309564222987,66.15427929988118,325,298,27 runs,India,Ibrahim Zadran,Kuldeep Yadav,0.8479233593830197,243.0,254.4
Delhi,Home_India,India,Bat,India,86.21804700387264,82.80391934499805,72.46362195828233,85.14002791651548,0.5434252578811237,0.6166931571998611,1,9,65.1226365298859,51.10123948413885,337,301,36 runs,India,Rahmat Shah,Mohammed Siraj,0.7624304636814919,259.8,267.7
Kabul,Home_Afg,India,Field,Afghanistan,80.1281518334215,92.45041033692364,73.11768852955664,65.5117580943056,0.7866854438407707,0.34409316348849306,1,9,83.68138900385773,55.0430764941554,277,276,7 wickets,India,Virat Kohli,Jasprit Bumrah,0.7872726704834094,266.7,274.7
Chennai,Home_India,India,Bat,India,93.85578393691054,82.42867901293465,80.7350055049734,69.3882221059443,0.8228719080809965,0.5629976237025004,1,9,65.78230521637106,59.07511881054235,298,255,43 runs,India,Virat Kohli,Jasprit Bumrah,0.8431985017872475,273.5,277.7
Mumbai,Home_India,India,Bat,India,75.09121602808193,87.87995907260947,84.86262760551396,65.27621075093808,0.7163679253149194,0.5294666390196039,1,9,87.42626369042435,65.18016004300813,290,273,17 runs,India,Ibrahim Zadran,Jasprit Bumrah,0.8376873043493823,278.2,280.2
Mumbai,Home_India,India,Field,Afghanistan,76.72260761403703,76.12058266497827,70.2164420552459,66.2096038385356,0.7201969877863671,0.4229174572969172,1,9,76.00807204576283,54.0289089318556,321,315,7 wickets,India,Rohit Sharma,Kuldeep Yadav,0.7894271034784281,287.7,283.9
Chennai,Home_India,Afghanistan,Bat,Afghanistan,93.315749143484,92.8904248709987,64.74991273005712,72.89921851576223,0.7453971087407918,0.3382744829223625,1,9,70.63703463348452,57.533368604570185,264,259,4 wickets,India,Rahmanullah Gurbaz,Mohammed Siraj,0.8198953264519737,290.2,285.5
Kabul,Home_Afg,India,Field,Afghanistan,93.26814486363493,93.6485556595763,84.23325313379151,67.88371433448832,0.5642231243052681,0.5706946794719546,1,9,76.24303429829534,50.55397714679708,323,318,4 wickets,India,Suryakumar Yadav,Mohammed Siraj,0.7587857013581346,298.1,288.5
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,71.54937589973798,92.7616076451761,81.72176988848466,73.21723120590904,0.856420246772214,0.5374700297591607,1,9,84.17716941056706,62.82293213480643,260,275,15 runs,Afghanistan,Shubman Gill,Rashid Khan,0.8212541055543615,295.7,287.9
Chennai,Home_India,Afghanistan,Field,India,81.43249494992244,86.01888387681205,62.6395678226107,87.80224285014106,0.5976547283227626,0.37942096141483717,1,9,75.8040875656781,66.11624538184665,364,321,43 runs,India,Shubman Gill,Mohammed Siraj,0.8472857729484742,305.9,289.1
Mumbai,Home_India,India,Bat,India,82.91636001821507,87.19390910289968,78.09365963519464,65.57557733596893,0.7282576730180179,0.6536777884913476,1,9,60.521662287763014,62.155463114028834,313,251,62 runs,India,Rohit Sharma,Ravindra Jadeja,0.8037488152834192,304.7,284.4
Chennai,Home_India,Afghanistan,Bat,Afghanistan,81.46822060500602,94.63082786088626,64.98309647376435,66.50086934987513,0.8437690363445218,0.6473861364849474,1,9,74.1623350404004,65.42621523431859,252,292,40 runs,Afghanistan,Virat Kohli,Rashid Khan,0.7998490227034415,296.2,283.5
Kabul,Home_Afg,India,Bat,India,76.62872505542526,75.33786710143036,71.99250406333864,84.75498350019976,0.8583338706760648,0.6824904788304615,1,9,86.38689712838344,67.40130665894296,364,321,43 runs,India,Rohit Sharma,Jasprit Bumrah,0.768731861970191,304.9,288.0
Chennai,Home_India,Afghanistan,Field,India,88.49554085913991,85.7628686016291,62.183184313961725,86.29987097609913,0.6822410150006648,0.4453335127665057,1,9,78.88702185506315,70.2151388350093,335,294,41 runs,India,Virat Kohli,Kuldeep Yadav,0.8133788198907292,308.6,291.9
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,77.24842734155945,78.73367851828634,70.15999632136243,81.8028818606417,0.8861832713759215,0.6237125057485733,1,9,88.21045133010576,54.21817412229581,244,243,4 wickets,India,KL Rahul,Mohammed Siraj,0.8090437280778915,304.0,288.9
Delhi,Home_India,Afghanistan,Field,India,77.25743707610086,91.56109945938546,76.79969678505816,87.32674777167327,0.6019169422925217,0.4943136457420929,1,9,75.0372143227606,57.17530384572129,297,274,23 runs,India,Ibrahim Zadran,Jasprit Bumrah,0.8151933059475751,301.6,284.8
